Activity_ID,Customer_ID,Plan_ID,PaymentMethod_ID,Date_ID,Monthly_Charges,Total_Charges,Tenure_Months,Internet_Usage_GB,Calls_Minutes,Customer_Satisfaction_Score
A0006428,C006428,P014,PM004,20211208,118.6,7990.05,68,126.1,245,8.8
A0006429,C006429,P045,PM006,20210407,24.15,1402.25,56,7.01,214,5.3
A0006430,C006430,P011,PM004,20231212,20.3,749.35,38,0,268,7.7
A0006431,C006431,P014,PM002,20200131,115.5,8425.15,72,112.36,312,9.7
A0006432,C006432,P045,PM008,20221108,25.05,1171.5,48,0,150,7.2
A0006433,C006433,P053,PM002,20210126,109.1,5647.95,52,101.69,273,9.2
A0006434,C006434,P011,PM004,20201108,19.65,708.8,35,0,368,7.6
A0006435,C006435,P044,PM006,20210221,111.3,7567.2,67,111.98,301,8
A0006436,C006436,P008,PM004,20180814,29.9,29.9,1,7.34,10,6.7
A0006437,C006437,P100,PM004,20230602,80.6,4348.1,53,73.87,307,6.6
A0006438,C006438,P011,PM004,20201106,20.8,635.9,34,0,290,8.7
A0006439,C006439,P059,PM008,20230227,35.2,108.95,3,13.09,16,5.7
A0006440,C006440,P035,PM002,20220119,78.8,78.8,1,81.44,67,4.5
A0006441,C006441,P305,PM004,20190625,89.95,1682.4,19,80.45,110,6.3
A0006442,C006442,P014,PM006,20191008,116.05,6925.9,60,115.41,340,8
A0006443,C006443,P011,PM008,20200916,19.55,223.15,11,0,114,9.2
A0006444,C006444,P012,PM002,20191207,106.4,5127.95,47,110.91,286,6.4
A0006445,C006445,P010,PM002,20190923,49.4,874.8,18,18.74,218,4.6
A0006446,C006446,P014,PM008,20180710,115.25,6758.45,60,110.76,160,5.8
A0006447,C006447,P045,PM008,20220816,24.8,1874.3,72,0,281,9.1
A0006448,C006448,P011,PM004,20200504,19.9,791.15,39,0,268,7.7
A0006449,C006449,P049,PM008,20190209,81.25,4639.45,59,69.99,439,8.9
A0006450,C006450,P005,PM004,20190604,69.95,143.9,2,71.63,193,8.1
A0006451,C006451,P005,PM002,20220728,69.1,69.1,1,67.74,379,3.6
A0006452,C006452,P133,PM002,20211108,90.2,1776.55,20,95.05,281,4.9
A0006453,C006453,P042,PM006,20200331,93.55,536.4,6,88.06,190,6.1
A0006454,C006454,P154,PM008,20190311,86.4,6172,71,83.3,321,7.7
A0006455,C006455,P145,PM004,20231012,66.3,1559.45,24,12.36,300,6.5
A0006456,C006456,P042,PM008,20231222,94.65,6079,67,89.63,253,6.4
A0006457,C006457,P089,PM004,20190911,80.85,80.85,1,74.94,273,3.5
A0006458,C006458,P034,PM004,20190301,82.05,4029.95,48,87.03,196,3.9
A0006459,C006459,P175,PM004,20220401,72.1,2658.4,37,18.14,175,9.2
A0006460,C006460,P257,PM004,20181224,34.7,383.55,11,11.03,16,6.3
A0006461,C006461,P011,PM008,20220514,20.55,51.15,3,0,229,6.2
A0006462,C006462,P025,PM008,20201029,95.95,1745.5,18,89.6,242,6.4
A0006463,C006463,P027,PM006,20201007,44.8,2230.85,50,12.6,275,10
A0006464,C006464,P051,PM002,20180716,109.4,7281.6,67,112.4,273,10
A0006465,C006465,P224,PM004,20210214,71.05,1837.7,25,15.28,121,8.4
A0006466,C006466,P078,PM002,20201030,78.55,149.55,2,82.6,365,2.9
A0006467,C006467,P011,PM008,20200511,19.7,180.7,9,0,260,7.5
A0006468,C006468,P223,PM004,20181215,40.25,411.45,10,9.66,8,7.1
A0006469,C006469,P011,PM008,20220717,19.85,1328.35,70,2.85,288,6.3
A0006470,C006470,P165,PM006,20190729,68.25,576.95,9,17.16,271,8.4
A0006471,C006471,P011,PM008,20201024,20.15,68.45,4,0.39,319,6.6
A0006472,C006472,P010,PM004,20221225,50.95,123.05,2,13.71,298,7.1
A0006473,C006473,P089,PM002,20221121,78.65,78.65,1,79.3,314,4.3
A0006474,C006474,P068,PM006,20200719,25.15,468.35,19,0,20,7.2
A0006475,C006475,P011,PM006,20231218,20.25,174.7,7,0,329,10
A0006476,C006476,P027,PM002,20230502,42.9,42.9,1,15.95,235,3.9
A0006477,C006477,P027,PM002,20190810,44,44,1,18.39,148,8.1
A0006478,C006478,P011,PM004,20190429,20.25,172.35,9,0,400,7.8
A0006479,C006479,P152,PM004,20181224,34.25,139.35,3,9.05,8,5.1
A0006480,C006480,P250,PM004,20190120,58.5,539.85,9,19.02,6,5
A0006481,C006481,P002,PM008,20180911,55.8,300.4,5,20.21,93,8.8
A0006482,C006482,P133,PM006,20200414,88.9,4968,56,78.76,280,8.2
A0006483,C006483,P130,PM004,20210405,57.65,992.7,18,12.86,263,8.2
A0006484,C006484,P042,PM002,20221003,96.2,4718.25,49,94.54,113,4.9
A0006485,C006485,P032,PM004,20220831,79.15,5536.5,70,27.26,290,7.4
A0006486,C006486,P044,PM008,20200306,108.05,7806.6,72,120.54,205,6.8
A0006487,C006487,P029,PM002,20190414,74.4,434.1,6,73.26,492,4.6
A0006488,C006488,P042,PM002,20230227,94.8,1563.9,17,87.77,198,8.1
A0006489,C006489,P146,PM002,20190508,45.9,1332.4,29,15.78,6,8.3
A0006490,C006490,P012,PM002,20200708,105.3,545.2,6,111.9,171,5.1
A0006491,C006491,P006,PM002,20180220,102.6,6296.75,63,103.14,365,7.6
A0006492,C006492,P073,PM006,20231022,73.85,1284.2,16,69.32,216,4.7
A0006493,C006493,P249,PM006,20180221,61.35,3645.5,59,23.19,184,7.4
A0006494,C006494,P276,PM002,20231213,57.55,161.45,3,20.58,313,8.2
A0006495,C006495,P001,PM004,20180919,29.25,226.95,8,3.64,0,7.5
A0006496,C006496,P034,PM002,20230324,84.55,646.85,7,86.46,306,5.2
A0006497,C006497,P011,PM008,20220325,19.6,1441.65,68,5.18,410,8.9
A0006498,C006498,P051,PM008,20180829,111.75,7511.3,68,117.66,300,6.9
A0006499,C006499,P012,PM002,20210801,106.5,5621.85,52,106.17,307,8.5
A0006500,C006500,P109,PM008,20230206,107.7,7919.8,72,105.91,328,8.3
A0006501,C006501,P011,PM004,20220614,19.3,593.2,32,6.33,403,10
A0006502,C006502,P011,PM006,20210815,20.05,1423.65,72,0,358,7.6
A0006503,C006503,P005,PM008,20210513,69.95,69.95,1,72.14,289,8.8
A0006504,C006504,P052,PM008,20181018,63.7,2763.35,42,12.26,331,7.6
A0006505,C006505,P045,PM008,20211021,24.75,692.1,25,5.57,170,2.6
A0006506,C006506,P010,PM006,20221219,50.9,2298.55,45,13.98,319,7.2
A0006507,C006507,P250,PM008,20220127,60.4,2640.55,43,24.46,1,9
A0006508,C006508,P137,PM004,20200705,79.25,2911.8,37,26.23,216,7.4
A0006509,C006509,P034,PM008,20231112,85.8,1727.5,20,79.68,0,2.1
A0006510,C006510,P068,PM002,20191212,24.45,86.6,4,14.46,13,4.6
A0006511,C006511,P182,PM008,20230302,110.1,6705.7,63,117.86,192,6.8
A0006512,C006512,P133,PM004,20210813,90.7,237.65,3,95.11,350,7.8
A0006513,C006513,P045,PM008,20230801,25.3,1672.35,66,0,285,10
A0006514,C006514,P012,PM002,20231116,105.7,2979.5,28,104.17,351,5.7
A0006515,C006515,P034,PM002,20181216,85.2,695.75,8,85.93,152,10
A0006516,C006516,P045,PM004,20200106,24.35,1654.6,71,0,343,7.9
A0006517,C006517,P068,PM002,20190205,24.25,24.25,1,15.74,26,4
A0006518,C006518,P045,PM006,20200121,25.1,1857.85,72,0.97,318,6.5
A0006519,C006519,P003,PM006,20220114,54.55,825.1,16,2.85,321,7
A0006520,C006520,P024,PM004,20220207,96.6,6424.25,66,98.3,265,6.6
A0006521,C006521,P073,PM002,20200331,76.5,837.95,11,74.76,202,3.3
A0006522,C006522,P032,PM008,20211213,81.15,4126.2,51,23.97,318,10
A0006523,C006523,P216,PM002,20230303,38.5,330.8,8,9.71,0,5.6
A0006524,C006524,P133,PM002,20211119,92.9,1337.45,14,96.94,212,9.5
A0006525,C006525,P246,PM002,20210216,93.5,362.2,4,99.1,90,6.3
A0006526,C006526,P261,PM004,20221102,84.7,5991.05,70,26.83,186,8.6
A0006527,C006527,P064,PM002,20201001,66,4891.5,70,18.1,307,6.6
A0006528,C006528,P021,PM008,20200823,101.5,5373.1,54,101.29,295,2.7
A0006529,C006529,P082,PM006,20201011,74.9,2068.55,28,75,254,3.9
A0006530,C006530,P011,PM004,20210428,20.75,487.05,24,0,265,8.7
A0006531,C006531,P227,PM008,20230712,61.45,4131.2,69,21.33,80,8.1
A0006532,C006532,P003,PM004,20230730,54.5,2301.15,42,18.65,216,6.8
A0006533,C006533,P005,PM002,20220704,69.6,131.65,2,77.3,188,6.2
A0006534,C006534,P006,PM002,20200324,99.75,4036,39,106.03,190,10
A0006535,C006535,P044,PM006,20221220,109.75,4900.65,45,106.32,303,7.5
A0006536,C006536,P032,PM006,20231124,80.85,5727.45,72,28.36,172,7.9
A0006537,C006537,P011,PM004,20190930,20.3,743.05,38,0,195,6.2
A0006538,C006538,P277,PM006,20201020,67.8,4804.65,72,23.82,62,7.5
A0006539,C006539,P045,PM004,20220218,24.05,24.05,1,0,223,5.1
A0006540,C006540,P011,PM008,20230801,19.8,1414.65,72,0,152,8.4
A0006541,C006541,P045,PM006,20211025,25.7,1443.65,55,1.66,257,7.4
A0006542,C006542,P129,PM002,20210217,56.15,2898.95,51,3.47,2,7.6
A0006543,C006543,P088,PM006,20200505,86.7,5309.5,63,17.26,259,7.4
A0006544,C006544,P011,PM004,20210312,20.4,20.4,1,0,236,7.7
A0006545,C006545,P011,PM004,20220724,19.65,451.55,23,0.61,400,8.5
A0006546,C006546,P030,PM002,20230409,50.55,50.55,1,13.32,294,2.1
A0006547,C006547,P189,PM004,20230527,54.35,117.05,2,8.41,84,7.9
A0006548,C006548,P053,PM008,20230519,108.1,5839.3,52,104.01,136,8.2
A0006549,C006549,P130,PM004,20210121,54.45,1893.5,36,18.29,254,7.5
A0006550,C006550,P027,PM004,20190323,45.35,45.35,1,16.51,166,7.1
A0006551,C006551,P321,PM004,20200104,59,1654.45,28,17.62,0,7.5
A0006552,C006552,P306,PM002,20221229,69.45,477.05,7,26.62,371,7.7
A0006553,C006553,P021,PM002,20190606,100.55,1415.55,14,102.54,314,5
A0006554,C006554,P155,PM008,20220903,64.95,4546,72,15.75,14,8.2
A0006555,C006555,P011,PM004,20211030,20.5,20.5,1,0,195,1.6
A0006556,C006556,P011,PM004,20210129,18.85,163.2,10,0,288,8.7
A0006557,C006557,P011,PM006,20190914,19.8,849.9,42,0,186,7.6
A0006558,C006558,P068,PM006,20200129,25.05,189.95,7,13.08,11,10
A0006559,C006559,P029,PM006,20230202,74.8,321.9,4,78.23,167,3
A0006560,C006560,P014,PM008,20230902,114.3,8058.55,72,121.31,386,6.9
A0006561,C006561,P068,PM002,20211009,24.45,482.8,20,5.82,0,4.5
A0006562,C006562,P182,PM008,20200514,109.2,7049.75,63,115.93,360,8.4
A0006563,C006563,P102,PM006,20230624,45.05,2560.1,56,12.55,10,5.5
A0006564,C006564,P050,PM004,20221203,51,286.8,5,22.66,205,7.1
A0006565,C006565,P044,PM006,20230708,110.45,7982.5,72,110.34,265,8.5
A0006566,C006566,P147,PM002,20231208,84.65,5683.6,68,88.19,316,6.8
A0006567,C006567,P020,PM004,20230502,60.05,3994.05,67,25.39,373,9.7
A0006568,C006568,P027,PM006,20210217,44.65,369.15,8,12.43,278,7.3
A0006569,C006569,P246,PM006,20191211,93.25,4631.7,52,94.34,169,7.2
A0006570,C006570,P011,PM004,20180516,20.25,401.95,18,6.65,255,8.3
A0006571,C006571,P045,PM004,20200724,25.45,1534.05,59,0,413,9.9
A0006572,C006572,P011,PM004,20180101,20.6,1093,60,0,371,8.3
A0006573,C006573,P042,PM002,20180318,94.1,701.3,7,104.82,331,9.6
A0006574,C006574,P265,PM004,20200818,34.8,1980.3,59,8.09,16,10
A0006575,C006575,P250,PM006,20220326,60.75,2893.4,46,19.02,15,6.5
A0006576,C006576,P030,PM002,20230801,51.35,262.3,5,21.19,354,9.5
A0006577,C006577,P250,PM008,20190728,64.05,3886.85,59,16.17,6,6.1
A0006578,C006578,P104,PM006,20220329,84.8,5917.55,70,20.4,128,8.6
A0006579,C006579,P005,PM008,20180705,71,914,14,72.27,256,4.5
A0006580,C006580,P161,PM004,20220828,50.15,2139.1,44,6.08,176,9.3
A0006581,C006581,P158,PM008,20190606,94.6,5948.7,64,93.16,155,9.5
A0006582,C006582,P250,PM004,20230504,59.75,3624.35,58,19.15,4,8.8
A0006583,C006583,P200,PM002,20180203,100.25,4753.85,46,98.9,473,8.4
A0006584,C006584,P021,PM002,20220609,98.9,5780.7,58,91.18,262,8.4
A0006585,C006585,P021,PM008,20220513,97.7,6869.7,72,105.67,282,7.8
A0006586,C006586,P274,PM002,20230312,40.3,1172.95,30,12.61,0,4.5
A0006587,C006587,P201,PM006,20221206,60.25,662.95,11,25.23,84,9.6
A0006588,C006588,P207,PM002,20210813,56.25,1765.95,34,15.57,3,9.7
A0006589,C006589,P316,PM006,20230428,46.2,2431.95,54,9.46,21,7.5
A0006590,C006590,P179,PM002,20190621,50.6,155.35,3,16.53,12,4.8
A0006591,C006591,P045,PM004,20230915,24.9,1859.2,72,0,303,8.3
A0006592,C006592,P154,PM002,20210711,84.85,3303.05,40,78.96,316,2.5
A0006593,C006593,P023,PM004,20211106,65.7,134.35,2,27.06,196,3.8
A0006594,C006594,P116,PM008,20231202,63.35,3409.1,54,15.89,374,10
A0006595,C006595,P010,PM006,20190319,50.1,709.5,14,5.83,193,7.1
A0006596,C006596,P005,PM002,20210401,70.5,70.5,1,77.14,376,7.2
A0006597,C006597,P193,PM002,20180207,94.85,953.45,10,92.33,289,6.3
A0006598,C006598,P010,PM002,20231110,50.15,50.15,1,12.01,88,8.2
A0006599,C006599,P011,PM004,20231119,19.75,19.75,1,0,182,5.1
A0006600,C006600,P064,PM006,20190522,64.65,3665.55,56,28.1,89,6.8
A0006601,C006601,P139,PM006,20181221,79.6,5515.8,68,17.43,354,7.8
A0006602,C006602,P011,PM004,20230412,19.5,272,14,0.49,247,9.8
A0006603,C006603,P099,PM002,20220408,99.55,6668,68,104.11,49,7
A0006604,C006604,P073,PM002,20230528,74,4052.4,55,76.11,283,9.4
A0006605,C006605,P148,PM002,20190503,38.9,664.4,16,11.37,5,6.3
A0006606,C006606,P089,PM002,20201002,79.55,718.55,9,71.04,116,6.4
A0006607,C006607,P296,PM002,20181006,65.45,937.6,14,15.59,401,7
A0006608,C006608,P006,PM002,20191012,98.7,5812.6,58,99.64,259,4.7
A0006609,C006609,P316,PM006,20181221,46.3,2546.85,53,9.95,7,7.6
A0006610,C006610,P177,PM008,20200314,99.35,6944.5,70,100.37,214,9.3
A0006611,C006611,P042,PM002,20231111,95.8,1346.3,14,99.21,113,9.6
A0006612,C006612,P255,PM006,20190712,67.5,1544.05,22,25.06,132,6.1
A0006613,C006613,P063,PM008,20201116,78.15,765.15,10,72.02,365,7.1
A0006614,C006614,P045,PM004,20180611,26.1,692.55,29,11.24,207,7.7
A0006615,C006615,P005,PM002,20231119,69.6,69.6,1,73.44,251,5.1
A0006616,C006616,P062,PM002,20191130,84.35,4059.35,49,25.3,66,5.4
A0006617,C006617,P021,PM002,20230528,100.2,6851.65,68,105.65,131,4
A0006618,C006618,P035,PM002,20190507,78.05,78.05,1,89.88,304,4.7
A0006619,C006619,P168,PM008,20230616,40.35,1187.05,30,4.91,13,8.3
A0006620,C006620,P032,PM008,20201029,79.2,5401.9,72,22.63,407,9.3
A0006621,C006621,P011,PM004,20230405,20.9,247,10,0,370,9
A0006622,C006622,P073,PM002,20200403,73.6,520,7,74.56,229,3.1
A0006623,C006623,P073,PM002,20191110,74.75,706.6,9,76.58,292,4.6
A0006624,C006624,P010,PM004,20230222,49.9,49.9,1,14.77,221,6.8
A0006625,C006625,P175,PM008,20200225,68.9,1370.35,20,17.4,434,8.7
A0006626,C006626,P011,PM004,20230108,20.25,20.25,1,0,353,9.2
A0006627,C006627,P073,PM008,20200918,76,2215.25,29,77.87,265,8.2
A0006628,C006628,P061,PM002,20180421,74,74,1,81.28,268,7.6
A0006629,C006629,P289,PM004,20221119,82.3,214.4,3,79.34,380,7.7
A0006630,C006630,P237,PM006,20201224,89.4,1871.15,20,91.6,302,8
A0006631,C006631,P149,PM008,20221005,99.15,6171.2,64,91.31,390,7.3
A0006632,C006632,P011,PM004,20210330,20.2,20.2,1,2.49,52,2.5
A0006633,C006633,P008,PM006,20220727,29.45,161.45,6,6.87,13,5.8
A0006634,C006634,P011,PM002,20220925,19.8,1013.2,50,0,203,9.9
A0006635,C006635,P151,PM006,20190726,59.15,336.7,6,13.94,408,8.3
A0006636,C006636,P027,PM002,20180724,44.75,333.65,7,11.46,389,8.7
A0006637,C006637,P156,PM008,20190807,90.8,6511.8,72,92.71,252,9.5
A0006638,C006638,P030,PM006,20181104,49.55,393.45,8,8.3,388,6.1
A0006639,C006639,P241,PM008,20190326,106.7,7009.5,67,104.71,410,6.2
A0006640,C006640,P042,PM002,20180303,93.55,2264.05,24,93.34,256,5.2
A0006641,C006641,P209,PM008,20220123,94.45,6921.7,72,88.95,472,8.6
A0006642,C006642,P011,PM006,20190420,19.45,600.25,33,9.18,247,6.1
A0006643,C006643,P068,PM002,20220515,25.05,56.35,2,3.25,8,4.4
A0006644,C006644,P224,PM004,20231104,67.95,4664.15,70,17.04,327,7.6
A0006645,C006645,P085,PM006,20230514,65.25,1441.8,22,14.68,218,6.8
A0006646,C006646,P118,PM006,20201027,99.45,5623.7,59,108.44,257,7.6
A0006647,C006647,P011,PM008,20230726,20.35,695.85,36,2.97,376,5.1
A0006648,C006648,P011,PM004,20220323,19.95,1028.75,51,0,251,7.6
A0006649,C006649,P243,PM006,20220803,77.4,4155.95,53,28.75,97,6.8
A0006650,C006650,P011,PM006,20190610,19.7,395.6,20,1.2,283,8.5
A0006651,C006651,P205,PM008,20180203,99.7,6330.4,63,100.99,187,7.9
A0006652,C006652,P117,PM008,20230130,74.8,2971.7,40,73.08,327,8.7
A0006653,C006653,P011,PM004,20201123,19.15,638,35,0,312,4.7
A0006654,C006654,P089,PM006,20190210,78.95,2034.25,26,80.64,382,6.7
A0006655,C006655,P193,PM002,20201107,95.55,2510.2,27,92.82,331,5.3
A0006656,C006656,P020,PM008,20181020,62.85,3419.5,53,27.94,348,8
A0006657,C006657,P005,PM008,20230411,71.55,2427.35,34,65.2,189,8.9
A0006658,C006658,P042,PM002,20230927,94.95,1760.25,19,102.63,322,6
A0006659,C006659,P215,PM008,20230307,86.1,3551.65,43,85.54,427,8.8
A0006660,C006660,P011,PM004,20231102,19.55,122.9,6,1.69,188,7.2
A0006661,C006661,P045,PM004,20190830,24.8,1424.2,56,4.41,411,7.3
A0006662,C006662,P120,PM002,20220213,39.3,2111.45,57,8.64,5,6
A0006663,C006663,P245,PM004,20180629,84.05,2909.95,34,88.37,173,9.7
A0006664,C006664,P239,PM002,20210826,36.25,374,10,0,12,9.2
A0006665,C006665,P011,PM004,20230810,20.25,20.25,1,0,314,6.5
A0006666,C006666,P068,PM002,20230918,23.9,300.8,13,2.55,17,5.8
A0006667,C006667,P021,PM002,20200326,98.6,5581.05,56,92.33,163,7
A0006668,C006668,P012,PM008,20190111,103.65,5676.65,55,102.58,289,8.2
A0006669,C006669,P022,PM008,20230507,92.9,3379.25,36,29.8,188,7.6
A0006670,C006670,P011,PM006,20230920,19.9,942.95,47,3.71,115,9.9
A0006671,C006671,P011,PM008,20220821,20.1,232.4,12,1.41,166,9.2
A0006672,C006672,P245,PM002,20221008,85.45,85.45,1,82.12,182,4.5
A0006673,C006673,P040,PM002,20230926,80.5,2088.45,24,82.35,296,9
A0006674,C006674,P021,PM006,20180704,99.9,6137,63,100.52,353,3.4
A0006675,C006675,P274,PM002,20180313,39.85,1434.6,35,16.64,0,8.2
A0006676,C006676,P020,PM008,20221110,60.5,3870,67,22.03,281,7
A0006677,C006677,P034,PM002,20190728,84.8,2043.45,25,84.95,144,2.7
A0006678,C006678,P015,PM004,20190723,103.85,2215,21,99.36,306,8.7
A0006679,C006679,P224,PM006,20200821,67.8,842.25,13,17.08,193,9
A0006680,C006680,P073,PM002,20210620,75.2,2576.2,35,72.45,155,5.5
A0006681,C006681,P045,PM006,20230711,24.85,1901,71,0,321,7.9
A0006682,C006682,P011,PM008,20230629,19.35,601.6,29,1.53,197,6.3
A0006683,C006683,P179,PM002,20180602,49.35,3515.25,71,18.38,7,3.4
A0006684,C006684,P133,PM002,20210702,89,605.45,7,88.74,50,6.9
A0006685,C006685,P207,PM002,20191230,55,3094.05,57,16.58,17,7.8
A0006686,C006686,P185,PM006,20211218,76.15,4929.55,65,23.56,323,9.1
A0006687,C006687,P011,PM004,20220402,20.3,595.05,27,0,250,9.2
A0006688,C006688,P073,PM002,20180625,74.9,469.8,6,70.27,112,2.6
A0006689,C006689,P014,PM008,20230808,117.35,8436.25,72,108.57,358,7
A0006690,C006690,P011,PM004,20231231,19.75,19.75,1,0,190,7.1
A0006691,C006691,P027,PM008,20230827,45.2,492,11,15.93,209,4.8
A0006692,C006692,P045,PM004,20180906,25.2,987.95,39,0,458,8.7
A0006693,C006693,P256,PM002,20200311,89.75,5496.9,59,88.56,186,7.7
A0006694,C006694,P113,PM006,20200926,75,1908.35,26,24.83,316,7.5
A0006695,C006695,P150,PM004,20200714,49.95,107.1,2,17.59,300,9.6
A0006696,C006696,P155,PM006,20210208,65.7,4575.35,72,14.31,13,7.9
A0006697,C006697,P145,PM008,20191009,67.05,4309.55,65,25.1,275,7.5
A0006698,C006698,P044,PM008,20181220,110.9,7922.75,72,116.54,283,8.3
A0006699,C006699,P107,PM006,20210721,87.95,522.35,6,82.3,274,9.4
A0006700,C006700,P011,PM008,20200731,19.8,587.7,32,0,245,8.2
A0006701,C006701,P134,PM006,20210726,75.7,3876.2,50,28.67,386,8.7
A0006702,C006702,P250,PM004,20190610,62.15,3778.85,61,17.91,0,7.9
A0006703,C006703,P065,PM002,20220408,101.25,1457.25,15,90.15,341,4.7
A0006704,C006704,P014,PM006,20190525,115.15,8349.45,72,108.15,324,8.2
A0006705,C006705,P011,PM004,20220318,18.95,185.6,9,0,312,3.1
A0006706,C006706,P011,PM004,20180627,19.5,19.5,1,0,350,7.1
A0006707,C006707,P034,PM002,20200311,86.55,1066.9,12,84.48,241,9.5
A0006708,C006708,P096,PM008,20211120,28.6,973.55,37,8.74,0,7.2
A0006709,C006709,P011,PM004,20200726,20.4,1226.45,61,7.52,243,10
A0006710,C006710,P011,PM006,20230714,19.8,342.3,18,0,160,6.5
A0006711,C006711,P027,PM004,20230529,45.65,985.05,21,19.06,184,6.1
A0006712,C006712,P101,PM004,20220227,56.4,3948.45,68,24.06,0,6.7
A0006713,C006713,P073,PM008,20210612,73.3,828.05,12,80.47,207,8.2
A0006714,C006714,P068,PM002,20210527,24.35,41.85,2,8.73,5,1.1
A0006715,C006715,P006,PM002,20210525,101.35,6164.7,62,91.53,36,7.5
A0006716,C006716,P200,PM002,20220826,98.65,2862.75,29,100.95,313,6.4
A0006717,C006717,P239,PM004,20230207,33.6,33.6,1,15.32,27,9.1
A0006718,C006718,P078,PM006,20190224,79.9,343.95,5,79.49,304,3.8
A0006719,C006719,P011,PM002,20191015,20.7,20.7,1,8.93,231,7.5
A0006720,C006720,P009,PM002,20200324,104.05,6590.5,62,108.35,245,8.7
A0006721,C006721,P011,PM006,20200517,20.25,717.95,36,3.04,212,9.1
A0006722,C006722,P009,PM002,20180423,103.3,2890.65,28,108.73,258,4.3
A0006723,C006723,P033,PM008,20180623,73.7,4885.85,69,23.78,246,7.7
A0006724,C006724,P315,PM008,20201007,96.2,1222.05,11,83.74,174,4.2
A0006725,C006725,P044,PM002,20231023,108.75,6871.7,63,106.25,401,6.3
A0006726,C006726,P011,PM006,20190929,20.15,405.6,23,6.19,116,7.1
A0006727,C006727,P011,PM008,20220409,19.75,208.25,10,0,314,7.4
A0006728,C006728,P045,PM008,20180201,25.95,1801.9,71,0,240,6.4
A0006729,C006729,P083,PM002,20190512,70.05,3062.45,45,15.79,421,8.8
A0006730,C006730,P045,PM004,20190612,24.05,1764.75,70,9.16,280,8.5
A0006731,C006731,P034,PM002,20220221,84.75,1816.75,22,93.16,217,8.9
A0006732,C006732,P045,PM004,20220301,23.05,1255.1,52,0,227,7.1
A0006733,C006733,P009,PM002,20220702,104.15,5743.05,55,104.89,253,2.6
A0006734,C006734,P250,PM008,20180124,59.95,3921.1,65,14.58,0,8.5
A0006735,C006735,P011,PM006,20181031,19.55,1463.45,72,3.27,180,7.4
A0006736,C006736,P011,PM006,20190923,19.6,189.45,10,2.74,89,7.4
A0006737,C006737,P011,PM004,20220913,20.05,96.8,7,4.26,166,6.5
A0006738,C006738,P160,PM002,20180207,85.55,408.5,5,87.21,258,7.6
A0006739,C006739,P137,PM008,20200115,78.6,1846.65,24,38.26,277,9.5
A0006740,C006740,P014,PM008,20220524,116.8,8456.75,72,111.66,71,7.5
A0006741,C006741,P260,PM004,20180323,43.55,1011.5,21,4.51,8,6.5
A0006742,C006742,P121,PM008,20210215,60.8,4263.4,69,16.27,14,8.8
A0006743,C006743,P144,PM006,20230119,54.9,2549.1,44,8.63,235,8.2
A0006744,C006744,P234,PM002,20180219,65.2,3965.05,61,12.1,192,5.5
A0006745,C006745,P012,PM008,20231023,102.95,2496.7,24,97.94,212,5.4
A0006746,C006746,P133,PM002,20210203,90.6,90.6,1,85.99,201,7.2
A0006747,C006747,P050,PM006,20220611,50.8,288.05,6,10.47,192,1.3
A0006748,C006748,P123,PM002,20221123,90.05,368.1,4,92.64,265,3.1
A0006749,C006749,P044,PM002,20220807,108.2,7840.6,72,105.67,457,4.6
A0006750,C006750,P022,PM006,20201010,92,6632.75,72,26.7,183,7.9
A0006751,C006751,P073,PM002,20180603,75.1,1013.35,14,79.57,221,9.4
A0006752,C006752,P045,PM006,20231206,25.05,152.95,7,0,245,8.2
A0006753,C006753,P117,PM002,20180620,75.15,3772.65,48,73.83,188,9.7
A0006754,C006754,P011,PM004,20190909,19.5,1026.35,55,2.02,348,8.8
A0006755,C006755,P011,PM008,20190702,19.3,19.3,1,0,36,10
A0006756,C006756,P182,PM008,20210423,112.2,5031.85,45,100.28,202,9.5
A0006757,C006757,P005,PM004,20230410,70.3,220.4,3,72.03,323,7.3
A0006758,C006758,P011,PM004,20220531,19.6,1416.5,71,2.66,223,8.2
A0006759,C006759,P011,PM004,20180526,20.25,158.35,8,10.52,176,6.8
A0006760,C006760,P073,PM002,20180919,75.85,256.6,3,76.64,289,4.1
A0006761,C006761,P139,PM006,20210223,80.65,5542.55,69,28.29,331,8.1
A0006762,C006762,P005,PM002,20220616,68.5,68.5,1,67.52,268,4.4
A0006763,C006763,P014,PM008,20181211,115.75,8443.7,72,117.24,177,9.6
A0006764,C006764,P082,PM002,20230622,73.5,791.75,11,81.84,291,4.2
A0006765,C006765,P212,PM006,20210205,80.6,5708.2,71,13.56,213,6.5
A0006766,C006766,P005,PM004,20230616,69.95,69.95,1,72.02,317,3.4
A0006767,C006767,P250,PM006,20220430,59.55,2016.3,33,28.54,21,8.6
A0006768,C006768,P011,PM004,20190529,19.05,326.65,16,1.6,15,6.2
A0006769,C006769,P024,PM002,20200802,95.65,5471.75,56,103.9,259,7.7
A0006770,C006770,P011,PM008,20191214,19.95,19.95,1,0,93,9.7
A0006771,C006771,P169,PM002,20180803,70.05,346.4,5,20.85,469,5.1
